trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Date,RADWIMPS,2493661,j-pop,0.673,0.119,5.0,-20.274,1.0,0.0656,0.985,0.73,0.114,0.478,123.87,audio_features,7A7lxMWZI2Uow7WqWjWGcM,spotify:track:7A7lxMWZI2Uow7WqWjWGcM,https://api.spotify.com/v1/tracks/7A7lxMWZI2Uow7WqWjWGcM,https://api.spotify.com/v1/audio-analysis/7A7lxMWZI2Uow7WqWjWGcM,245907.0,4.0
Date 2,RADWIMPS,977622,j-pop,0.679,0.13,5.0,-22.383,1.0,0.0852,0.993,0.729,0.106,0.41,123.43,audio_features,0wf56xkFyoiPBPDhqgksMt,spotify:track:0wf56xkFyoiPBPDhqgksMt,https://api.spotify.com/v1/tracks/0wf56xkFyoiPBPDhqgksMt,https://api.spotify.com/v1/audio-analysis/0wf56xkFyoiPBPDhqgksMt,129013.0,4.0
David,Low Roar,917111,icelandic indie,0.439,0.378,9.0,-11.776,1.0,0.033,0.689,0.208,0.168,0.0811,110.862,audio_features,6vMhmuAwyL2tUCqej1f0gO,spotify:track:6vMhmuAwyL2tUCqej1f0gO,https://api.spotify.com/v1/tracks/6vMhmuAwyL2tUCqej1f0gO,https://api.spotify.com/v1/audio-analysis/6vMhmuAwyL2tUCqej1f0gO,336692.0,4.0
Davy Jones,Hans Zimmer,11031,german soundtrack,0.31,0.0558,9.0,-19.072,0.0,0.0285,0.475,0.0447,0.127,0.106,79.924,audio_features,6buHoQU9OTdbJrAuniVwGL,spotify:track:6buHoQU9OTdbJrAuniVwGL,https://api.spotify.com/v1/tracks/6buHoQU9OTdbJrAuniVwGL,https://api.spotify.com/v1/audio-analysis/6buHoQU9OTdbJrAuniVwGL,195240.0,4.0
Dawn FM,The Weeknd,79027,canadian contemporary r&b,0.28,0.478,9.0,-8.755,0.0,0.037,0.674,5.85e-05,0.483,0.0807,111.65,audio_features,6krYS8KtmNAYyb5uTZiYW4,spotify:track:6krYS8KtmNAYyb5uTZiYW4,https://api.spotify.com/v1/tracks/6krYS8KtmNAYyb5uTZiYW4,https://api.spotify.com/v1/audio-analysis/6krYS8KtmNAYyb5uTZiYW4,96240.0,4.0
Day 'N' Nite (Nightmare),Kid Cudi,442480,hip hop,0.881,0.441,11.0,-6.278,0.0,0.0646,0.48,9.08e-06,0.119,0.804,138.014,audio_features,5wfllwdjglyQislkskYLBv,spotify:track:5wfllwdjglyQislkskYLBv,https://api.spotify.com/v1/tracks/5wfllwdjglyQislkskYLBv,https://api.spotify.com/v1/audio-analysis/5wfllwdjglyQislkskYLBv,221240.0,4.0
Day One,Hans Zimmer,2140569,german soundtrack,0.311,0.0173,9.0,-27.788,0.0,0.0348,0.927,0.964,0.0727,0.0658,95.985,audio_features,4WmB04GBqS4xPMYN9dHgBw,spotify:track:4WmB04GBqS4xPMYN9dHgBw,https://api.spotify.com/v1/tracks/4WmB04GBqS4xPMYN9dHgBw,https://api.spotify.com/v1/audio-analysis/4WmB04GBqS4xPMYN9dHgBw,199423.0,3.0
Day One - Original Demo,Hans Zimmer,1853041,german soundtrack,0.347,0.0213,9.0,-24.608,0.0,0.0356,0.97,0.926,0.0803,0.0385,96.101,audio_features,1GelvXCuNRJkSTV8UwAAGw,spotify:track:1GelvXCuNRJkSTV8UwAAGw,https://api.spotify.com/v1/tracks/1GelvXCuNRJkSTV8UwAAGw,https://api.spotify.com/v1/audio-analysis/1GelvXCuNRJkSTV8UwAAGw,229146.0,3.0
Day One Dark,Hans Zimmer,4442581,german soundtrack,0.301,0.308,9.0,-18.163,0.0,0.0481,0.698,0.924,0.345,0.11,119.967,audio_features,1fVtXWaLht2ACju6yLRrRf,spotify:track:1fVtXWaLht2ACju6yLRrRf,https://api.spotify.com/v1/tracks/1fVtXWaLht2ACju6yLRrRf,https://api.spotify.com/v1/audio-analysis/1fVtXWaLht2ACju6yLRrRf,417240.0,3.0
Day's End,steezy prime,319998,lo-fi study,0.359,0.0535,2.0,-19.794,1.0,0.0753,0.903,0.91,0.102,0.0664,179.982,audio_features,6pOSXBD40QWLScThLJiLgU,spotify:track:6pOSXBD40QWLScThLJiLgU,https://api.spotify.com/v1/tracks/6pOSXBD40QWLScThLJiLgU,https://api.spotify.com/v1/audio-analysis/6pOSXBD40QWLScThLJiLgU,106667.0,3.0
Daybreak,Tibeauthetraveler,331900,lo-fi study,0.471,0.143,1.0,-17.247,1.0,0.039,0.623,0.869,0.0982,0.244,62.682,audio_features,6TXvFT9bQJ5oH249Qm15UD,spotify:track:6TXvFT9bQJ5oH249Qm15UD,https://api.spotify.com/v1/tracks/6TXvFT9bQJ5oH249Qm15UD,https://api.spotify.com/v1/audio-analysis/6TXvFT9bQJ5oH249Qm15UD,165951.0,4.0
Daybreak,Yasumu,153214,lo-fi study,0.74,0.333,11.0,-12.893,0.0,0.307,0.715,0.923,0.131,0.168,154.054,audio_features,1qCDrlj87fYTurdtXLqSvU,spotify:track:1qCDrlj87fYTurdtXLqSvU,https://api.spotify.com/v1/tracks/1qCDrlj87fYTurdtXLqSvU,https://api.spotify.com/v1/audio-analysis/1qCDrlj87fYTurdtXLqSvU,153214.0,4.0
Daydreamer,AURORA,174866,art pop,0.604,0.56,10.0,-8.617,1.0,0.0786,0.0398,0.000322,0.485,0.266,145.964,audio_features,6zHEWX6PuCQIRy4rdh777J,spotify:track:6zHEWX6PuCQIRy4rdh777J,https://api.spotify.com/v1/tracks/6zHEWX6PuCQIRy4rdh777J,https://api.spotify.com/v1/audio-analysis/6zHEWX6PuCQIRy4rdh777J,219058.0,4.0
Dazed & Confused,Ruel,2934777,alt z,0.688,0.5,2.0,-7.411,1.0,0.138,0.102,0.0,0.355,0.418,127.906,audio_features,2pyjbGTpJCPjMYwCbdymiF,spotify:track:2pyjbGTpJCPjMYwCbdymiF,https://api.spotify.com/v1/tracks/2pyjbGTpJCPjMYwCbdymiF,https://api.spotify.com/v1/audio-analysis/2pyjbGTpJCPjMYwCbdymiF,189608.0,3.0
Dead And Gone,T.I.,899238,atl hip hop,0.713,0.746,0.0,-4.99,1.0,0.259,0.0402,0.0,0.601,0.47,135.021,audio_features,7IhsLJMqdxoo7YAZjaSMru,spotify:track:7IhsLJMqdxoo7YAZjaSMru,https://api.spotify.com/v1/tracks/7IhsLJMqdxoo7YAZjaSMru,https://api.spotify.com/v1/audio-analysis/7IhsLJMqdxoo7YAZjaSMru,299747.0,4.0
Dead Dear (Deer),Ber,166480,alt z,0.781,0.396,11.0,-8.427,1.0,0.0467,0.52,2.67e-05,0.134,0.749,105.016,audio_features,2lUubBotxJ5aatMNkDPoCh,spotify:track:2lUubBotxJ5aatMNkDPoCh,https://api.spotify.com/v1/tracks/2lUubBotxJ5aatMNkDPoCh,https://api.spotify.com/v1/audio-analysis/2lUubBotxJ5aatMNkDPoCh,166480.0,4.0
Dead Eyes,Promoting Sounds,6290005,aesthetic rap,0.719,0.651,7.0,-5.872,1.0,0.0274,0.127,0.0,0.0762,0.289,104.956,audio_features,7BdlyzVvOqmwPH9dYtZfsx,spotify:track:7BdlyzVvOqmwPH9dYtZfsx,https://api.spotify.com/v1/tracks/7BdlyzVvOqmwPH9dYtZfsx,https://api.spotify.com/v1/audio-analysis/7BdlyzVvOqmwPH9dYtZfsx,219429.0,4.0
Dead Girl! (Shake My Head),Au/Ra,56191,alt z,0.703,0.831,5.0,-5.651,0.0,0.0637,0.00189,0.118,0.207,0.29,132.001,audio_features,4inWxO0vnDzZsq32p0cHJm,spotify:track:4inWxO0vnDzZsq32p0cHJm,https://api.spotify.com/v1/tracks/4inWxO0vnDzZsq32p0cHJm,https://api.spotify.com/v1/audio-analysis/4inWxO0vnDzZsq32p0cHJm,194791.0,4.0
Dead Horse,Sean Dagher,65967,shanty,0.902,0.43,11.0,-7.239,1.0,0.0567,0.899,0.0,0.0964,0.83,94.043,audio_features,7MSpEzjmxk6cTyd2Wl06IM,spotify:track:7MSpEzjmxk6cTyd2Wl06IM,https://api.spotify.com/v1/tracks/7MSpEzjmxk6cTyd2Wl06IM,https://api.spotify.com/v1/audio-analysis/7MSpEzjmxk6cTyd2Wl06IM,67173.0,4.0
Dead on Arrival,KUTE,172672,aggressive phonk,0.708,0.899,0.0,-4.249,1.0,0.181,0.00531,0.246,0.11,0.412,99.934,audio_features,2wYJ7AszuzxSdb0yOjirKQ,spotify:track:2wYJ7AszuzxSdb0yOjirKQ,https://api.spotify.com/v1/tracks/2wYJ7AszuzxSdb0yOjirKQ,https://api.spotify.com/v1/audio-analysis/2wYJ7AszuzxSdb0yOjirKQ,172800.0,4.0
Deadly Valentine,Charlotte Gainsbourg,4172662,art pop,0.461,0.545,11.0,-8.166,1.0,0.046,0.0297,0.0471,0.0928,0.408,104.97,audio_features,0pfTlQJBOV4LUmF8qqrVy5,spotify:track:0pfTlQJBOV4LUmF8qqrVy5,https://api.spotify.com/v1/tracks/0pfTlQJBOV4LUmF8qqrVy5,https://api.spotify.com/v1/audio-analysis/0pfTlQJBOV4LUmF8qqrVy5,364987.0,4.0
Deadly Valentine (Radio Edit),Charlotte Gainsbourg,466296,art pop,0.591,0.534,4.0,-7.929,1.0,0.0424,0.0207,0.0535,0.256,0.51,104.943,audio_features,0NHCPU8QNMJUUdIkd9qhro,spotify:track:0NHCPU8QNMJUUdIkd9qhro,https://api.spotify.com/v1/tracks/0NHCPU8QNMJUUdIkd9qhro,https://api.spotify.com/v1/audio-analysis/0NHCPU8QNMJUUdIkd9qhro,233149.0,4.0
Deadly Valentine (Soulwax Remix),Charlotte Gainsbourg,475057,art pop,0.799,0.858,11.0,-5.977,1.0,0.0588,0.0422,0.783,0.0625,0.965,104.976,audio_features,57KDDGijeqbwsiBOhdo4PT,spotify:track:57KDDGijeqbwsiBOhdo4PT,https://api.spotify.com/v1/tracks/57KDDGijeqbwsiBOhdo4PT,https://api.spotify.com/v1/audio-analysis/57KDDGijeqbwsiBOhdo4PT,475058.0,4.0
Dear Lillie,Aether,570278,chillstep,0.646,0.11,9.0,-20.284,0.0,0.0354,0.928,0.852,0.0971,0.0687,140.005,audio_features,65ROM5A1rkF6nqUSU7fRS1,spotify:track:65ROM5A1rkF6nqUSU7fRS1,https://api.spotify.com/v1/tracks/65ROM5A1rkF6nqUSU7fRS1,https://api.spotify.com/v1/audio-analysis/65ROM5A1rkF6nqUSU7fRS1,236576.0,4.0
Death Machine - Fukk Up! Remix,Basskiller,19226,,0.581,0.913,2.0,-4.222,1.0,0.0547,9e-05,0.831,0.543,0.401,139.999,audio_features,43uob5kSWRB3m31nWwtH9T,spotify:track:43uob5kSWRB3m31nWwtH9T,https://api.spotify.com/v1/tracks/43uob5kSWRB3m31nWwtH9T,https://api.spotify.com/v1/audio-analysis/43uob5kSWRB3m31nWwtH9T,224000.0,4.0
Death Stranding,CHVRCHES,409512,indietronica,0.487,0.704,1.0,-5.825,1.0,0.0514,0.00126,0.0652,0.0686,0.0542,121.951,audio_features,7kOlqMHboyS604AmNVM4Zy,spotify:track:7kOlqMHboyS604AmNVM4Zy,https://api.spotify.com/v1/tracks/7kOlqMHboyS604AmNVM4Zy,https://api.spotify.com/v1/audio-analysis/7kOlqMHboyS604AmNVM4Zy,316214.0,4.0
Deep End,Fousheé,1273627,indie r&b,0.711,0.592,4.0,-7.136,0.0,0.23,0.758,0.0,0.156,0.535,124.749,audio_features,6HlE9t71z9DjGi7KqSyEpA,spotify:track:6HlE9t71z9DjGi7KqSyEpA,https://api.spotify.com/v1/tracks/6HlE9t71z9DjGi7KqSyEpA,https://api.spotify.com/v1/audio-analysis/6HlE9t71z9DjGi7KqSyEpA,141224.0,4.0
Deewangi Deewangi,Shaan,1927352,filmi,0.725,0.918,9.0,-4.875,1.0,0.0447,0.0289,5.13e-06,0.602,0.927,107.975,audio_features,7emLx4rVwr0tPyjktu7A7U,spotify:track:7emLx4rVwr0tPyjktu7A7U,https://api.spotify.com/v1/tracks/7emLx4rVwr0tPyjktu7A7U,https://api.spotify.com/v1/audio-analysis/7emLx4rVwr0tPyjktu7A7U,352388.0,4.0
Deja Vu (Initial D),Tsuko G.,7370,eurobeat,0.568,0.956,0.0,-9.435,0.0,0.0416,0.115,0.0,0.199,0.7,154.042,audio_features,2QC6Z1XalpTXmIOif8Wl9u,spotify:track:2QC6Z1XalpTXmIOif8Wl9u,https://api.spotify.com/v1/tracks/2QC6Z1XalpTXmIOif8Wl9u,https://api.spotify.com/v1/audio-analysis/2QC6Z1XalpTXmIOif8Wl9u,250942.0,4.0
Dekhte Dekhte,Rochak Kohli,786411,desi pop,0.799,0.828,9.0,-4.846,0.0,0.0782,0.424,0.0,0.145,0.627,105.04,audio_features,1scGwkyXNCl19wrBDhnAWg,spotify:track:1scGwkyXNCl19wrBDhnAWg,https://api.spotify.com/v1/tracks/1scGwkyXNCl19wrBDhnAWg,https://api.spotify.com/v1/audio-analysis/1scGwkyXNCl19wrBDhnAWg,256271.0,4.0
Demons,Alec Benjamin,3582444,alt z,0.708,0.494,5.0,-7.496,0.0,0.0365,0.697,0.000115,0.34,0.76,142.921,audio_features,57zRWXTQCFRV3zwg0NR8Ck,spotify:track:57zRWXTQCFRV3zwg0NR8Ck,https://api.spotify.com/v1/tracks/57zRWXTQCFRV3zwg0NR8Ck,https://api.spotify.com/v1/audio-analysis/57zRWXTQCFRV3zwg0NR8Ck,163172.0,4.0
Demons,Imagine Dragons,177506,modern rock,0.505,0.71,3.0,-3.015,1.0,0.0321,0.19,0.00025,0.329,0.428,89.938,audio_features,3LlAyCYU26dvFZBDUIMb7a,spotify:track:3LlAyCYU26dvFZBDUIMb7a,https://api.spotify.com/v1/tracks/3LlAyCYU26dvFZBDUIMb7a,https://api.spotify.com/v1/audio-analysis/3LlAyCYU26dvFZBDUIMb7a,175200.0,4.0
Demons,Ouse,207850,emo rap,0.544,0.55,4.0,-10.654,1.0,0.0592,0.0183,0.0,0.193,0.134,149.872,audio_features,1FonRAk9xtzJZbGCslpaZ9,spotify:track:1FonRAk9xtzJZbGCslpaZ9,https://api.spotify.com/v1/tracks/1FonRAk9xtzJZbGCslpaZ9,https://api.spotify.com/v1/audio-analysis/1FonRAk9xtzJZbGCslpaZ9,204891.0,4.0
Demons,Promoting Sounds,614451,aesthetic rap,0.532,0.543,4.0,-10.596,1.0,0.0568,0.0176,0.0,0.217,0.116,150.038,audio_features,2ydhzORAj3FWMTOhzyqxMQ,spotify:track:2ydhzORAj3FWMTOhzyqxMQ,https://api.spotify.com/v1/tracks/2ydhzORAj3FWMTOhzyqxMQ,https://api.spotify.com/v1/audio-analysis/2ydhzORAj3FWMTOhzyqxMQ,204868.0,4.0
Demons (feat. Profane Remy),Lox Chatterbox,411541,bass trap,0.678,0.685,1.0,-4.745,1.0,0.0827,0.0073,0.0,0.252,0.116,130.063,audio_features,419WlJcAN0v1jyf75zWLJH,spotify:track:419WlJcAN0v1jyf75zWLJH,https://api.spotify.com/v1/tracks/419WlJcAN0v1jyf75zWLJH,https://api.spotify.com/v1/audio-analysis/419WlJcAN0v1jyf75zWLJH,242308.0,4.0
Demons Around,yatashigang,165525,gym phonk,0.448,0.673,5.0,-6.851,0.0,0.34,0.017,0.000156,0.176,0.187,181.127,audio_features,7KXAgGAHEB1Ny89pL6eEA0,spotify:track:7KXAgGAHEB1Ny89pL6eEA0,https://api.spotify.com/v1/tracks/7KXAgGAHEB1Ny89pL6eEA0,https://api.spotify.com/v1/audio-analysis/7KXAgGAHEB1Ny89pL6eEA0,165559.0,4.0
Deniro,Alec Benjamin,423240,alt z,0.463,0.755,2.0,-5.04,1.0,0.0727,0.137,0.0,0.0745,0.649,79.488,audio_features,3XAx9B30xIo3RlDEgcpJcv,spotify:track:3XAx9B30xIo3RlDEgcpJcv,https://api.spotify.com/v1/tracks/3XAx9B30xIo3RlDEgcpJcv,https://api.spotify.com/v1/audio-analysis/3XAx9B30xIo3RlDEgcpJcv,141163.0,4.0
Despacito - Remix,Luis Fonsi,228826,latin pop,0.653,0.816,2.0,-4.353,1.0,0.167,0.228,0.0,0.0967,0.816,178.085,audio_features,6rPO02ozF3bM7NnOV4h6s2,spotify:track:6rPO02ozF3bM7NnOV4h6s2,https://api.spotify.com/v1/tracks/6rPO02ozF3bM7NnOV4h6s2,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,228827.0,4.0
Destination,VØJ,8899,drift phonk,0.646,0.708,3.0,-5.875,0.0,0.065,0.0145,0.781,0.35,0.382,128.011,audio_features,4QQyXwqvTF9oByQlSmWhCc,spotify:track:4QQyXwqvTF9oByQlSmWhCc,https://api.spotify.com/v1/tracks/4QQyXwqvTF9oByQlSmWhCc,https://api.spotify.com/v1/audio-analysis/4QQyXwqvTF9oByQlSmWhCc,144136.0,4.0
Destroy Everything You Touch,Ladytron,276493,alternative dance,0.528,0.782,4.0,-6.17,0.0,0.0314,0.00928,2.21e-05,0.179,0.719,120.311,audio_features,7z5xueAygjpMdd7hT8zAY3,spotify:track:7z5xueAygjpMdd7hT8zAY3,https://api.spotify.com/v1/tracks/7z5xueAygjpMdd7hT8zAY3,https://api.spotify.com/v1/audio-analysis/7z5xueAygjpMdd7hT8zAY3,276508.0,4.0
Destroyer,Panama,3068600,australian indie,0.615,0.545,1.0,-9.178,1.0,0.0272,0.0312,0.624,0.109,0.367,115.97,audio_features,1ChOmDUeCFFLA4nk1KKpRU,spotify:track:1ChOmDUeCFFLA4nk1KKpRU,https://api.spotify.com/v1/tracks/1ChOmDUeCFFLA4nk1KKpRU,https://api.spotify.com/v1/audio-analysis/1ChOmDUeCFFLA4nk1KKpRU,306861.0,4.0
Destroyer,Parkway Drive,0,alternative metal,0.465,0.988,3.0,-4.126,0.0,0.106,3.2e-05,0.0114,0.13,0.155,133.017,audio_features,19STBV8KgQ5TqoYbio5Ewm,spotify:track:19STBV8KgQ5TqoYbio5Ewm,https://api.spotify.com/v1/tracks/19STBV8KgQ5TqoYbio5Ewm,https://api.spotify.com/v1/audio-analysis/19STBV8KgQ5TqoYbio5Ewm,287340.0,4.0
Detach,Hans Zimmer,3099597,german soundtrack,0.244,0.108,0.0,-14.973,1.0,0.0451,0.188,0.909,0.0509,0.0254,118.723,audio_features,4LFTLsnrGGZFtHdjlrV8Gx,spotify:track:4LFTLsnrGGZFtHdjlrV8Gx,https://api.spotify.com/v1/tracks/4LFTLsnrGGZFtHdjlrV8Gx,https://api.spotify.com/v1/audio-analysis/4LFTLsnrGGZFtHdjlrV8Gx,402202.0,4.0
Detroit,Disasterpeace,80000,chiptune,0.539,0.3,6.0,-17.864,0.0,0.0476,0.972,0.95,0.0737,0.0607,120.007,audio_features,3EfXB0To1zCbgDgPkSt9pR,spotify:track:3EfXB0To1zCbgDgPkSt9pR,https://api.spotify.com/v1/tracks/3EfXB0To1zCbgDgPkSt9pR,https://api.spotify.com/v1/audio-analysis/3EfXB0To1zCbgDgPkSt9pR,80000.0,4.0
Deva Shree Ganesha,Ajay-Atul,166384,filmi,0.34,0.96,1.0,-5.427,1.0,0.0802,0.238,4.32e-06,0.0378,0.475,150.04,audio_features,6Ozx2ngGtXrqznTKhKBlrT,spotify:track:6Ozx2ngGtXrqznTKhKBlrT,https://api.spotify.com/v1/tracks/6Ozx2ngGtXrqznTKhKBlrT,https://api.spotify.com/v1/audio-analysis/6Ozx2ngGtXrqznTKhKBlrT,356827.0,4.0
Devil,Barren Gates,533503,traprun,0.507,0.864,6.0,-1.421,0.0,0.168,0.343,2.57e-05,0.0891,0.41,150.075,audio_features,3lj59hy6FrRDyYNo8Onuud,spotify:track:3lj59hy6FrRDyYNo8Onuud,https://api.spotify.com/v1/tracks/3lj59hy6FrRDyYNo8Onuud,https://api.spotify.com/v1/audio-analysis/3lj59hy6FrRDyYNo8Onuud,176000.0,4.0
Devil Doesn’t Bargain,Alec Benjamin,488998,alt z,0.448,0.606,3.0,-4.565,1.0,0.0609,0.577,0.0,0.217,0.483,121.15,audio_features,1zu2GKHPJIsUu80SUJX4H4,spotify:track:1zu2GKHPJIsUu80SUJX4H4,https://api.spotify.com/v1/tracks/1zu2GKHPJIsUu80SUJX4H4,https://api.spotify.com/v1/audio-analysis/1zu2GKHPJIsUu80SUJX4H4,163613.0,4.0
Devil Eyes,Hippie Sabotage,729053,edm,0.391,0.396,1.0,-8.621,0.0,0.189,0.702,0.405,0.315,0.199,99.112,audio_features,7MiZjKawmXTsTNePyTfPyL,spotify:track:7MiZjKawmXTsTNePyTfPyL,https://api.spotify.com/v1/tracks/7MiZjKawmXTsTNePyTfPyL,https://api.spotify.com/v1/audio-analysis/7MiZjKawmXTsTNePyTfPyL,131272.0,5.0
Devil Eyes,ZODIVK,273101,drift phonk,0.73,0.757,2.0,-7.379,1.0,0.0989,0.00189,0.833,0.157,0.259,102.378,audio_features,04cMUwER7r2VwqMCj4kYJ9,spotify:track:04cMUwER7r2VwqMCj4kYJ9,https://api.spotify.com/v1/tracks/04cMUwER7r2VwqMCj4kYJ9,https://api.spotify.com/v1/audio-analysis/04cMUwER7r2VwqMCj4kYJ9,136652.0,4.0
Devil Ride,Razihel,135764,,,,,,,,,,,,,,,,,,,
Devil You Don't,CXLOE,1360064,alt z,0.602,0.694,2.0,-5.982,0.0,0.406,0.473,0.0,0.184,0.43,101.953,audio_features,5NkAWXpJOE0mDtHlK8LlWZ,spotify:track:5NkAWXpJOE0mDtHlK8LlWZ,https://api.spotify.com/v1/tracks/5NkAWXpJOE0mDtHlK8LlWZ,https://api.spotify.com/v1/audio-analysis/5NkAWXpJOE0mDtHlK8LlWZ,186360.0,4.0
Devil's Advocate,The Neighbourhood,744623,modern alternative rock,0.662,0.681,11.0,-8.152,0.0,0.0315,0.0321,0.139,0.508,0.864,98.004,audio_features,4XfI7M5gLwEY84gYiH4RDD,spotify:track:4XfI7M5gLwEY84gYiH4RDD,https://api.spotify.com/v1/tracks/4XfI7M5gLwEY84gYiH4RDD,https://api.spotify.com/v1/audio-analysis/4XfI7M5gLwEY84gYiH4RDD,186307.0,4.0
Dhol Jageero Da,Panjabi MC,348500,bhangra,0.716,0.974,11.0,-2.48,0.0,0.17,0.184,0.00147,0.333,0.886,81.02,audio_features,3THyCpywXqlelZEERK2RlO,spotify:track:3THyCpywXqlelZEERK2RlO,https://api.spotify.com/v1/tracks/3THyCpywXqlelZEERK2RlO,https://api.spotify.com/v1/audio-analysis/3THyCpywXqlelZEERK2RlO,264720.0,4.0
Dholna,Uttam Singh,636864,classic bollywood,0.684,0.52,7.0,-10.793,1.0,0.0339,0.369,3.99e-05,0.724,0.907,92.995,audio_features,6O8ZM3IKYcSBzpnuxpCAQr,spotify:track:6O8ZM3IKYcSBzpnuxpCAQr,https://api.spotify.com/v1/tracks/6O8ZM3IKYcSBzpnuxpCAQr,https://api.spotify.com/v1/audio-analysis/6O8ZM3IKYcSBzpnuxpCAQr,318433.0,4.0
Dhoom Taana,Shreya Ghoshal,80551,filmi,0.8,0.881,0.0,-6.077,1.0,0.0502,0.127,0.00011,0.0976,0.81,107.998,audio_features,4eKWtXoGajnaGKvKAcgc8f,spotify:track:4eKWtXoGajnaGKvKAcgc8f,https://api.spotify.com/v1/tracks/4eKWtXoGajnaGKvKAcgc8f,https://api.spotify.com/v1/audio-analysis/4eKWtXoGajnaGKvKAcgc8f,373357.0,4.0
"Dhoop Paani Bahne De (From ""Sherdil - The Pilibhit Saga"")",KK,3402,,,,,,,,,,,,,,,,,,,
DiE4u,Bring Me The Horizon,170442,melodic metalcore,0.355,0.919,7.0,-3.771,1.0,0.356,0.00234,0.000313,0.262,0.259,159.922,audio_features,2gT72HL4Y84K2Mle3miAMJ,spotify:track:2gT72HL4Y84K2Mle3miAMJ,https://api.spotify.com/v1/tracks/2gT72HL4Y84K2Mle3miAMJ,https://api.spotify.com/v1/audio-analysis/2gT72HL4Y84K2Mle3miAMJ,207141.0,4.0
Diamonds,Mord Fustang,52715,complextro,0.801,0.918,7.0,-3.231,0.0,0.0489,1.66e-06,0.75,0.322,0.503,128.011,audio_features,5zAvMInb15RHyQXDkf1LGg,spotify:track:5zAvMInb15RHyQXDkf1LGg,https://api.spotify.com/v1/tracks/5zAvMInb15RHyQXDkf1LGg,https://api.spotify.com/v1/audio-analysis/5zAvMInb15RHyQXDkf1LGg,194531.0,4.0
Diane Young,Vampire Weekend,56172,baroque pop,0.422,0.809,11.0,-5.607,1.0,0.246,0.0333,3.64e-05,0.203,0.735,87.076,audio_features,10f0hrbCBiQk9STrFG3EU7,spotify:track:10f0hrbCBiQk9STrFG3EU7,https://api.spotify.com/v1/tracks/10f0hrbCBiQk9STrFG3EU7,https://api.spotify.com/v1/audio-analysis/10f0hrbCBiQk9STrFG3EU7,160067.0,4.0
Dick (feat. Doja Cat),StarBoi3,215153,viral rap,0.647,0.608,9.0,-6.831,1.0,0.42,0.13,0.0,0.0584,0.474,125.994,audio_features,3nY8AqaMNNHHLYV4380ol0,spotify:track:3nY8AqaMNNHHLYV4380ol0,https://api.spotify.com/v1/tracks/3nY8AqaMNNHHLYV4380ol0,https://api.spotify.com/v1/audio-analysis/3nY8AqaMNNHHLYV4380ol0,175238.0,4.0
Did You Ever Hurt for Me?,Jess Benko,2745376,gen z singer-songwriter,0.614,0.0595,0.0,-16.254,1.0,0.107,0.957,5.58e-06,0.105,0.146,75.339,audio_features,2OR29bTCjzyPuPuHiB0fJC,spotify:track:2OR29bTCjzyPuPuHiB0fJC,https://api.spotify.com/v1/tracks/2OR29bTCjzyPuPuHiB0fJC,https://api.spotify.com/v1/audio-analysis/2OR29bTCjzyPuPuHiB0fJC,341820.0,4.0
Die 4 You,Perfume Genius,212549,art pop,0.257,0.381,3.0,-10.62,1.0,0.0368,0.828,0.00121,0.135,0.264,73.687,audio_features,2OBY3aeK3P2iiB6tkuanRz,spotify:track:2OBY3aeK3P2iiB6tkuanRz,https://api.spotify.com/v1/tracks/2OBY3aeK3P2iiB6tkuanRz,https://api.spotify.com/v1/audio-analysis/2OBY3aeK3P2iiB6tkuanRz,212550.0,4.0
Die Again,SLEEPYHΞAD,139863,aggressive phonk,0.71,0.894,1.0,-1.196,1.0,0.208,0.0812,0.877,0.28,0.525,92.559,audio_features,0UxvWoutds1rMXPk7kW4Fy,spotify:track:0UxvWoutds1rMXPk7kW4Fy,https://api.spotify.com/v1/tracks/0UxvWoutds1rMXPk7kW4Fy,https://api.spotify.com/v1/audio-analysis/0UxvWoutds1rMXPk7kW4Fy,140195.0,4.0
Die For You,Joji,2434155,viral pop,0.472,0.518,8.0,-7.379,1.0,0.051,0.383,0.127,0.289,0.154,147.805,audio_features,26hOm7dTtBi0TdpDGl141t,spotify:track:26hOm7dTtBi0TdpDGl141t,https://api.spotify.com/v1/tracks/26hOm7dTtBi0TdpDGl141t,https://api.spotify.com/v1/audio-analysis/26hOm7dTtBi0TdpDGl141t,211667.0,4.0
Die For You,The Weeknd,269586,canadian contemporary r&b,0.586,0.525,1.0,-7.163,0.0,0.0615,0.111,0.0,0.134,0.508,133.629,audio_features,2LBqCSwhJGcFQeTHMVGwy3,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,https://api.spotify.com/v1/tracks/2LBqCSwhJGcFQeTHMVGwy3,https://api.spotify.com/v1/audio-analysis/2LBqCSwhJGcFQeTHMVGwy3,260253.0,4.0
